goal ,pledged ,backers ,currency ,main_category 
3000,4557,75,1,7
20000,53,2,1,7
480,60,5,1,7
150,316,13,1,7
700,840,12,1,7
5000,175,2,1,7
20000,1353,22,1,7
7500,1341,22,1,7
1600,3360,32,1,7
50000,0,0,1,7
6000,21,2,1,7
1500,606,7,1,7
5250,0,0,1,7
400000,105,3,1,7
1000,290,9,1,7
50,0,0,1,7
500,540,14,1,7
100,5,1,1,7
2500,2690,70,1,7
2000,2076,42,1,7
4000,25,1,1,7
38500,6052,105,1,7
43000,25,1,1,7
5000,5051,56,1,7
10000,10275,95,1,7
10000,958,12,1,7
385,61,3,1,7
1000,202,7,1,7
1000,1060,22,1,7
15000,15315,63,1,7
20000,0,0,1,7
15000,175,2,1,7
12000,5931,78,1,7
500,665,5,1,7
2000,0,0,1,7
4000,4341,19,1,7
175,201,6,1,7
4000,0,0,1,7
1500,1700,22,1,7
600,717,16,1,7
15000,15075,142,1,7
5000,75,3,1,7
200,200,4,1,7
1500,510,13,1,7
60000,116270,706,1,7
4400,25,1,1,7
600,825,21,1,7
5000,25,1,1,7
3500,3650,37,1,7
15300,15338,52,1,7
2000,2549,52,1,7
9500,11845,52,1,7
1750,1750,31,1,7
14250,13,2,1,7
2000,2037,9,1,7
500,0,0,1,7
4000,4742,210,1,7
5750,366,11,1,7
850000,1257,9,1,7
100000,26,3,1,7
9500,1422,18,1,7
1000,1156,32,1,7
15000,110,1,1,7
5500,5700,53,1,7
250,0,0,1,7
2500,2586,41,1,7
1000,250,3,1,7
11400,375,12,1,7
200000,1257,21,1,7
3000,0,0,1,7
600,710,18,1,7
1000,1240,19,1,7
2000,10,1,1,7
5000,590,11,1,7
9500,10800,240,1,7
850,1000,14,1,7
8000,8305,95,1,7
2750,974,19,1,7
4000,1556,24,1,7
1500000,25,9,1,7
3500,3844,15,1,7
4600,4837,59,1,7
1000,210,4,1,7
500,650,15,1,7
2500,255,8,1,7
10000,10029,117,1,7
17000,17962,131,1,7
5000,25,1,1,7
1500,171,9,1,7
11000,11365,122,1,7
2500,368,8,1,7
10000,320,4,1,7
5000,0,0,1,7
1000,235,12,1,7
5400,5525,56,1,7
1500,34,3,1,7
2100,200,4,1,7
5000,5285,25,1,7
2500,3720,33,1,7
10000,11317,81,1,7
45000,125,2,1,7
200,826,146,1,7
10000,10328,93,1,7
1500,0,0,1,7
20000,0,0,1,7
5000,8979,147,1,7
2000,75,5,1,7
2500,105,3,1,7
25000,0,0,1,7
1500,0,0,1,7
1500,125,4,1,7
10000,0,0,1,7
5000,1121,4,1,7
11749,10412,167,1,7
500,0,0,1,7
300000,0,0,1,7
300,0,0,1,7
5073,19037,239,1,7
3300,11267,137,1,7
2200,9091,198,1,7
500,100,2,1,7
1000,1550,34,1,7
100,0,0,1,7
5000,6530,94,1,7
5000,1,1,1,7
150,0,0,1,7
10000,10175,56,1,7
6250,41,3,1,7
500,0,0,1,7
250,553,43,1,7
15000,550,5,1,7
3000,3000,20,1,7
2500,320,10,1,7
650,655,42,1,7
10,354,14,1,7
10000,10,2,1,7
300,345,11,1,7
100,231,12,1,7
1675,50,2,1,7
4500,5117,77,1,7
18000,0,0,1,7
2500,2501,36,1,7
60000,0,0,1,7
5000,100,2,1,7
150,150,4,1,7
15000,1793,16,1,7
950,65,3,1,7
10000,10100,68,1,7
7492,99,11,1,7
6500,7267,90,1,7
1500,1681,30,1,7
3500,3704,78,1,7
550,0,0,1,7
2000,55,2,1,7
1000,70,2,1,7
7000,0,0,1,7
1000,1055,37,1,7
7500,7545,52,1,7
7500,360,5,1,7
6000,601,13,1,7
3000,3057,48,1,7
2500,2591,43,1,7
3500,3700,48,1,7
55000,0,0,1,7
1000,1,1,1,7
1000,1,1,1,7
3500,521,19,1,7
1000,1,1,1,7
2500,220,9,1,7
3600,5757,107,1,7
45000,0,0,1,7
3000,23,3,1,7
7500,2931,68,1,7
2500,1275,15,1,7
2500,2713,37,1,7
1000,10,1,1,7
5000,5444,39,1,7
700,894,17,1,7
1100,1609,44,1,7
730,928,23,1,7
50,238,10,1,7
700,0,0,1,7
75000,5211,46,1,7
3000,4260,41,1,7
500000,7,3,1,7
150,25,1,1,7
12000,330,7,1,7
1575,1705,20,1,7
5800,811,12,1,7
600,610,10,1,7
100,0,0,1,7
6000,165,4,1,7
25000,51,3,1,7
600,25,1,1,7
8000,560,16,1,7
3080,410,7,1,7
500,545,74,1,7
3000,3675,47,1,7
500,0,0,1,7
15000,0,0,1,7
2200,3901,26,1,7
5000,5035,47,1,7
4000,4050,62,1,7
5000,90,3,1,7
600,209,10,1,7
18000,18537,199,1,7
21000,1236,18,1,7
5000,2,2,1,7
2000,2100,4,1,7
2000,2116,31,1,7
7500,8520,96,1,7
100000,100,1,1,7
2000,2415,37,1,7
500,0,0,1,7
2500,17,3,1,7
60000,1,1,1,7
500,10,1,1,7
225,325,7,1,7
500,225,11,1,7
500,1018,30,1,7
20000,150,2,1,7
3500,0,0,1,7
25000,920,13,1,7
2995,625,7,1,7
2000,2390,37,1,7
500,56,4,1,7
2900,3003,17,1,7
250,549,35,1,7
3000,3605,74,1,7
500,0,0,1,7
2750,3280,63,1,7
10000,15,1,1,7
26000,648,11,1,7
20000,0,0,1,7
3000,3072,27,1,7
900,1204,40,1,7
350,66,3,1,7
700,20,2,1,7
1500,2981,59,1,7
2000,2913,43,1,7
3500,4270,90,1,7
50000,212,5,1,7
250,255,5,1,7
10000,10611,125,1,7
6500,6775,59,1,7
11500,250,7,1,7
5000,471,16,1,7
38000,21,2,1,7
1500,200,3,1,7
5000,0,0,1,7
8500,2950,30,1,7
8500,490,10,1,7
150,165,9,1,7
20000,665,11,1,7
2000,647,16,1,7
3000,177,15,1,7
500,1900,69,1,7
3000,3040,73,1,7
2000,0,0,1,7
5000,5032,14,1,7
3000,60,2,1,7
8300,0,0,1,7
1000,0,0,1,7
50000,5,1,1,7
8000,1845,26,1,7
1000,315,11,1,7
500,20,2,1,7
500,25,2,1,7
4000,5059,56,1,7
9000,9527,165,1,7
2500,411,14,1,7
3000,2217,19,1,7
100000,125,2,1,7
10000,2868,28,1,7
173,40,11,1,7
20000,560,9,1,7
935,1005,19,1,7
1200,1874,124,1,7
10000,100,1,1,7
60,60,2,1,7
10000,10,1,1,7
7500,0,0,1,7
7800,0,0,1,7
2000,275,3,1,7
3500,3661,83,1,7
3500,0,0,1,7
5000,100,3,1,7
5000,0,0,1,7
1800,316,3,1,7
10000,1101,28,1,7
360,1744,53,1,7
400,1383,26,1,7
130,0,0,1,7
5000,490,3,1,7
14333,1008,12,1,7
3000,53,3,1,7
10000,10011,58,1,7
6500,2400,16,1,7
3500,3800,89,1,7
15000,15140,75,1,7
200,341,14,1,7
15000,50,2,1,7
17000,51,3,1,7
5500,0,0,1,7
4250,4550,93,1,7
55000,1450,3,1,7
2500,6703,185,1,7
5000,0,0,1,7
5000,835,8,1,7
1000,0,0,1,7
2500,0,0,1,7
5000,6660,51,1,7
500,25,1,1,7
5000,5230,67,1,7
15000,605,8,1,7
2000,453,20,1,7
4000,11,1,1,7
500,0,0,1,7
4600,4670,31,1,7
3500,3909,86,1,7
5000,5857,126,1,7
2000,219,13,1,7
9500,554,16,1,7
30000,610,15,1,7
500,610,12,1,7
1000,0,0,1,7
4000,0,0,1,7
1000,1290,52,1,7
12500,300,5,1,7
3000,3447,75,1,7
5000,5050,35,1,7
200,0,0,1,7
9000,9243,75,1,7
7500,1378,34,1,7
58000,8330,24,1,7
1111,525,8,1,7
500,492,10,1,7
2500,2506,20,1,7
3500,641,17,1,7
6000,1066,26,1,7
600,690,12,1,7
400,225,2,1,7
100,418,12,1,7
9000,180,3,1,7
15000,610,8,1,7
18000,20113,142,1,7
2700,4921,27,1,7
1000,605,7,1,7
6000,6093,35,1,7
6000,7666,133,1,7
1500,1577,40,1,7
15000,16115,148,1,7
1000,205,3,1,7
1200,1245,22,1,7
15000,15666,60,1,7
3000,3255,45,1,7
150,0,0,1,7
4500,0,0,1,7
1250,5,1,1,7
5000,0,0,1,7
4200,1630,41,1,7
3000,3070,52,1,7
500,500,7,1,7
100000,20,2,1,7
2500,0,0,1,7
2000,2007,19,1,7
7000,20,1,1,7
2000,3251,83,1,7
700,756,22,1,7
600,20,1,1,7
3500,0,0,1,7
12000,80,2,1,7
55000,171,5,1,7
3000,478,22,1,7
1500,1530,37,1,7
15000,2100,26,1,7
500000,0,0,1,7
19600,20050,78,1,7
1000,1272,21,1,7
1000,0,0,1,7
1599,1621,35,1,7
2500,3,3,1,7
6300,6350,78,1,7
2000,0,0,1,7
1000,0,0,1,7
500,535,15,1,7
15000,665,15,1,7
350,0,0,1,7
1000,1025,20,1,7
1000,0,0,1,7
3500,4607,28,1,7
10000,200,2,1,7
600,1002,46,1,7
8000,9764,124,1,7
2000,0,0,1,7
1000,1055,10,1,7
5000,8683,50,1,7
5200,5232,52,1,7
2000,2030,42,1,7
250,57,7,1,7
10000,10297,117,1,7
2000,345,8,1,7
100000,25,1,1,7
7500,0,0,1,7
25000,1470,22,1,7
300,4620,81,1,7
23000,5,1,1,7
900,92,4,1,7
2000,387,7,1,7
1000,0,0,1,7
600,980,23,1,7
3000,10386,228,1,7
18500,1385,37,1,7
2000,141,4,1,7
500,79,3,1,7
5000,257,6,1,7
2500,0,0,1,7
150,22,2,1,7
3000,0,0,1,7
2000,2457,64,1,7
500,0,0,1,7
350,75,1,1,7
14376,0,0,1,7
2000,0,0,1,7
1362,480,7,1,7
5000,125,3,1,7
900,909,20,1,7
1745,521,36,1,7
3500,3756,15,1,7
7400,182,10,1,7
10000,2,2,1,7
1000,1501,43,1,7
250,0,0,1,7
4000,55,6,1,7
3500,3779,65,1,7
2000,57,5,1,7
4450,882,12,1,7
7000,365,6,1,7
85000,1,1,1,7
2000,25,1,1,7
1600,56,4,1,7
4000,494,15,1,7
3000,11836,323,1,7
9750,4378,44,1,7
700,1705,16,1,7
40500,10,1,1,7
5000,5210,77,1,7
3000,3606,17,1,7
15000,2400,37,1,7
1500,1500,10,1,7
1500,6,2,1,7
5000,21,1,1,7
250,329,15,1,7
12000,13230,59,1,7
1100,543,23,1,7
200,619,22,1,7
18000,23479,397,1,7
3600,1776,25,1,7
14000,170,3,1,7
400,430,13,1,7
3000,0,0,1,7
5000,125,2,1,7
7000,50,2,1,7
8000,0,0,1,7
6000,11,2,1,7
5000,265,5,1,7
2500,2525,50,1,7
9925,895,10,1,7
5000,0,0,1,7
20000,380,4,1,7
10000,20,1,1,7
2000,2000,37,1,7
5000,6581,84,1,7
1500,1600,41,1,7
5000,228,7,1,7
1500,1539,60,1,7
3000,5650,71,1,7
6000,25,1,1,7
15000,1824,45,1,7
10000,0,0,1,7
500,0,0,1,7
550,1447,55,1,7
3500,4300,73,1,7
1000,1115,16,1,7
2000,0,0,1,7
700,0,0,1,7
6000,50,4,1,7
1000,41,5,1,7
1000,0,0,1,7
2500,51,2,1,7
1500,1510,11,1,7
5000,5166,49,1,7
15000,19793,273,1,7
5000,0,0,1,7
4000,4611,49,1,7
6000,625,7,1,7
10000,0,0,1,7
12000,20,2,1,7
4000,4010,21,1,7
2500,241,6,1,7
500,2,1,1,7
12000,109,2,1,7
13000,9512,81,1,7
12000,20,1,1,7
1400,124,6,1,7
800,125,1,1,7
1500,61,3,1,7
1300,1973,38,1,7
100000,315,11,1,7
750,784,19,1,7
1500,2472,32,1,7
5000,150,3,1,7
777,254,14,1,7
20000,0,0,1,7
200,87,5,1,7
2000,2135,39,1,7
5000,25,1,1,7
5000,45,3,1,7
950,74,4,1,7
1000,1025,12,1,7
4000,2,2,1,7
550,653,23,1,7
1300,1321,19,1,7
3500,3620,49,1,7
2000,2042,33,1,7
500,51,2,1,7
300,72,4,1,7
750,760,7,1,7
300,179,4,1,7
2000,0,0,1,7
4500,14248,332,1,7
15000,35,4,1,7
600,321,12,1,7
10000,10942,84,1,7
15000,1900,13,1,7
1750,80,1,1,7
1000,1050,37,1,7
900,39,4,1,7
4000,320,5,1,7
10000,10054,85,1,7
1000,3031,52,1,7
3700,4004,64,1,7
700,806,43,1,7
600,2034,76,1,7
14000,2402,17,1,7
750,2216,35,1,7
5000,5650,17,1,7
500,1664,52,1,7
22000,820,9,1,7
3000,1,1,1,7
3000,0,0,1,7
40000,1,1,1,7
2500,107,5,1,7
2100,200,2,1,7
1000,5,1,1,7
5000,5319,84,1,7
1000000,40,2,1,7
3000,3041,67,1,7
1250,0,0,1,7
500,74,3,1,7
75000,7140,38,1,7
2013,317,5,1,7
5000,0,0,1,7
4275,0,0,1,7
2000,355,12,1,7
45000,14708,173,1,7
1500,1625,24,1,7
8000,9485,98,1,7
3200,400,2,1,7
25000,25253,118,1,7
10000,0,0,1,7
4100,2471,27,1,7
7500,25,1,1,7
50000,3580,69,1,7
6500,0,0,1,7
7500,100,3,1,7
10,10,1,1,7
7500,1596,15,1,7
500,200,5,1,7
7000,7000,73,1,7
3000,3325,36,1,7
5000,1211,15,1,7
15000,3713,57,1,7
2000,2060,37,1,7
1200,1203,15,1,7
500,1672,58,1,7
50,1410,74,1,7
100000,0,0,1,7
2300,2326,26,1,7
3000,3096,35,1,7
30000,4704,43,1,7
6000,0,0,1,7
700,870,18,1,7
10000,10871,84,1,7
1000,1353,18,1,7
1000,1005,23,1,7
6000,1672,25,1,7
76000,5,1,1,7
5700,5962,94,1,7
1000,10,1,1,7
20000,105,6,1,7
3000,335,9,1,7
5000,10021,156,1,7
10000,10303,94,1,7
10000,0,0,1,7
850,870,23,1,7
525000,151,4,1,7
5000,270,13,1,7
9680,0,0,1,7
8500,8845,182,1,7
15000,50,1,1,7
49500,10,1,1,7
10000,260,5,1,7
5500,150,1,1,7
11000,18000,190,1,7
5000,0,0,1,7
300,140,4,1,7
1000,1,1,1,7
4975,50,1,1,7
15000,2682,70,1,7
5000,5057,82,1,7
3000,132,9,1,7
150,29,3,1,7
1000,7809,113,1,7
2200,33,3,1,7
72169,219,7,1,7
3000,92,3,1,7
5000,50,1,1,7
500,177,16,1,7
15000,3220,47,1,7
500,0,0,1,7
1500,568,16,1,7
600,7,1,1,7
2450,2595,70,1,7
200,685,15,1,7
2743,2940,56,1,7
6000,100,1,1,7
200,267,7,1,7
365,626,54,1,7
4000,372,16,1,7
1500,1758,62,1,7
1500,410,7,1,7
350,1,1,1,7
8000,0,0,1,7
3300,424,16,1,7
800,0,0,1,7
30000,1327,21,1,7
1000,1009,3,1,7
3000,3125,40,1,7
7000,0,0,1,7
30000,30511,185,1,7
8000,250,5,1,7
1000,1001,38,1,7
5000,0,0,1,7
3000,3003,35,1,7
3500,0,0,1,7
100,3289,409,1,7
12300,0,0,1,7
15000,1,1,1,7
500,1247,18,1,7
550,483,51,1,7
12000,436,6,1,7
1800,250,6,1,7
1000,0,0,1,7
3500,3505,80,1,7
120000,2,2,1,7
5250,1,1,1,7
3000,11,1,1,7
850,10,1,1,7
3000,45,1,1,7
25000,525,8,1,7
1000,0,0,1,7
2500,2661,38,1,7
625,661,35,1,7
6000,0,0,1,7
40000,0,0,1,7
700,0,0,1,7
8008,9497,143,1,7
500,0,0,1,7
10000,10144,64,1,7
65000,0,0,1,7
30000,2954,51,1,7
250000,0,0,1,7
5000,5752,35,1,7
600,612,15,1,7
12000,0,0,1,7
50000,0,0,1,7
2500,2640,64,1,7
6000,2974,37,1,7
500,765,8,1,7
600,3489,132,1,7
8000,5,1,1,7
2000,2056,43,1,7
400,702,16,1,7
5000,0,0,1,7
12000,1481,15,1,7
3000,6,2,1,7
3100,770,12,1,7
250,529,42,1,7
757,0,0,1,7
3500,278,9,1,7
4000,4125,77,1,7
50000,275,4,1,7
1500,35,2,1,7
4500,902,7,1,7
1200,0,0,1,7
3400,50,1,1,7
7800,11096,134,1,7
250,375,3,1,7
3750,0,0,1,7
4000,4819,64,1,7
1000,1064,42,1,7
240,171,4,1,7
3000,3425,57,1,7
3000,6,2,1,7
5000,625,8,1,7
2500,2690,42,1,7
100,193,8,1,7
2500,0,0,1,7
5000,0,0,1,7
2500,100,1,1,7
1000,75,1,1,7
20000,528,13,1,7
10000,10803,132,1,7
9000,11970,107,1,7
750,0,0,1,7
15000,0,0,1,7
5000,0,0,1,7
2000,2004,34,1,7
25000,270,5,1,7
500,1476,27,1,7
5000,5096,49,1,7
1689,346,6,1,7
1000,5,1,1,7
1500,1530,23,1,7
1500,425,8,1,7
5000,101,6,1,7
4800,314,6,1,7
1250,81,7,1,7
5000,6541,106,1,7
5000,0,0,1,7
250,10,1,1,7
2500,2711,37,1,7
500,717,17,1,7
6000,6405,87,1,7
2000,2700,50,1,7
3000,3031,74,1,7
12000,0,0,1,7
32000,50,3,1,7
650,661,12,1,7
400,467,17,1,7
4700,4800,37,1,7
7500,32,5,1,7
5000,250,1,1,7
35000,8213,89,1,7
2500,2576,38,1,7
10000,10670,69,1,7
2000,2275,69,1,7
1500,10,1,1,7
2500,20,1,1,7
5000,2485,34,1,7
3499,52,2,1,7
10000,11035,124,1,7
8000,108,3,1,7
1250,1250,28,1,7
2000,0,0,1,7
11730,13398,217,1,7
3500,3657,16,1,7
9500,137,3,1,7
15000,15730,341,1,7
2895,75,3,1,7
1700,75,3,1,7
1500,350,10,1,7
10000,11864,75,1,7
200,750,44,1,7
5000,5105,36,1,7
5000,45,2,1,7
8000,0,0,1,7
15000,75,2,1,7
4500,1939,30,1,7
4500,4500,37,1,7
1000,37,4,1,7
30000,2792,55,1,7
5000,0,0,1,7
800,25,1,1,7
600,830,17,1,7
400,410,10,1,7
18800,3351,17,1,7
20000,1236,32,1,7
10000,15441,169,1,7
800,69,6,1,7
2500,50,1,1,7
125000,7047,32,1,7
1100,0,0,1,7
1000,1035,27,1,7
1500,1,1,1,7
500,620,18,1,7
800,0,0,1,7
3500,4000,21,1,7
3000,3606,91,1,7
1000,25,1,1,7
5000,85,3,1,7
500,530,6,1,7
3250,125,5,1,7
3000,4805,34,1,7
8000,9660,109,1,7
10000,0,0,1,7
15000,410,9,1,7
7000,1420,20,1,7
5000,1898,35,1,7
31000,45712,340,1,7
5000,0,0,1,7
500,530,12,1,7
2000,1031,28,1,7
4000,0,0,1,7
9050,0,0,1,7
2500,2521,33,1,7
150,16,1,1,7
20000,155,2,1,7
7865,570,9,1,7
8000,8257,140,1,7
500,66,3,1,7
5000,2,2,1,7
5000,6121,76,1,7
2650,5617,154,1,7
5750,671,10,1,7
3750,325,6,1,7
2500,0,0,1,7
5000,235,4,1,7
15000,17330,237,1,7
2500,159,4,1,7
12000,23977,357,1,7
1200,155,4,1,7
250,714,33,1,7
5000,5082,30,1,7
13500,11,2,1,7
2200,2285,58,1,7
3000,3001,23,1,7
10000,0,0,1,7
15000,21575,69,1,7
16000,221,6,1,7
1410,1415,11,1,7
2500,10,2,1,7
650,944,23,1,7
2500,2525,2,1,7
12000,0,0,1,7
8000,4028,54,1,7
500,1337,36,1,7
1000,30,2,1,7
7500,0,0,1,7
3000,3225,69,1,7
50,30,3,1,7
1500,2000,25,1,7
5000,125,2,1,7
3000,3055,32,1,7
3000,0,0,1,7
62000,2075,20,1,7
1700,0,0,1,7
400,56,5,1,7
5500,220,7,1,7
150,0,0,1,7
500,181,12,1,7
2300,2771,41,1,7
4000,0,0,1,7
15000,669,8,1,7
7000,1440,10,1,7
50000,700,7,1,7
10000,10570,23,1,7
5000,150,3,1,7
4500,4856,84,1,7
2700,302,10,1,7
9000,9530,109,1,7
100,272,7,1,7
5550,215,6,1,7
2000,2103,47,1,7
1500,5,1,1,7
3000,3200,39,1,7
850,225,10,1,7
500,0,0,1,7
20,0,0,1,7
800,37,6,1,7
1500,1536,25,1,7
500,150,5,1,7
500,0,0,1,7
3500,3505,11,1,7
450,3,1,1,7
850000,10,1,1,7
1000,175,5,1,7
2500,215,6,1,7
3000,142,4,1,7
5000,5208,81,1,7
650,9788,332,1,7
5000,0,0,1,7
10000,260,9,1,7
15000,40,4,1,7
3000,0,0,1,7
3500,400,16,1,7
1500,150,2,1,7
12000,241,10,1,7
1700,50,1,1,7
1500,2000,33,1,7
11100,11100,15,1,7
400,540,12,1,7
3000,77,2,1,7
3600,1124,26,1,7
5000,5875,74,1,7
3500,115,5,1,7
12000,1570,15,1,7
18500,1385,7,1,7
3500,26,2,1,7
2500,3335,39,1,7
5000,1627,30,1,7
2200,2230,40,1,7
300,685,28,1,7
15000,15136,96,1,7
800,66,4,1,7
3000,3010,60,1,7
500,485,6,1,7
2000,500,11,1,7
2000,51,2,1,7
1700,2000,44,1,7
5000,0,0,1,7
1200,0,0,1,7
3000,3381,71,1,7
1200,2012,35,1,7
35000,5,1,1,7
5000,2970,43,1,7
1055,0,0,1,7
1000,1185,14,1,7
8000,332,19,1,7
900,980,11,1,7
10000,0,0,1,7
250,0,0,1,7
62000,206,5,1,7
1500,2001,40,1,7
200,98,3,1,7
5000,5026,71,1,7
700,1,1,1,7
20000,95,4,1,7
1500,1774,39,1,7
1500,0,0,1,7
5000,112,4,1,7
7000,386,7,1,7
2500,400,3,1,7
4000,26,2,1,7
1500,1,1,1,7
4444,130,2,1,7
4000,5,1,1,7
1091,20,3,1,7
3000,3183,43,1,7
50,65,1,1,7
700,0,0,1,7
6000,0,0,1,7
15000,0,0,1,7
3850,1701,43,1,7
4000,0,0,1,7
500,600,14,1,7
10000,0,0,1,7
100,12,2,1,7
4500,4806,92,1,7
6000,3054,42,1,7
250,0,0,1,7
1000,1372,34,1,7
350,0,0,1,7
7730,8585,53,1,7
450,105,4,1,7
11800,15,2,1,7
4000,30,2,1,7
1200,195,3,1,7
50000,40,1,1,7
27000,225,3,1,7
450,24,2,1,7
5500,5540,68,1,7
111,12,4,1,7
10,0,0,1,7
6000,1,1,1,7
1220,395,11,1,7
5000,469,6,1,7
3000,210,2,1,7
150000,260,2,1,7
25000,320,1,1,7
500000,0,0,1,7
250,250,10,1,7
2000,200,4,1,7
35,5,1,1,7
700,50,1,1,7
5000,50,2,1,7
2500,2585,82,1,7
600,660,19,1,7
1000,7,2,1,7
1000,840,17,1,7
350,1631,48,1,7
2000,20,1,1,7
3000,0,0,1,7
1000,150,1,1,7
8000,6,1,1,7
5000,30,2,1,7
5500,5630,87,1,7
4824,1749,24,1,7
10000,11504,125,1,7
8000,8550,118,1,7
750,2291,38,1,7
2500,30,4,1,7
350,387,13,1,7
1500,30,2,1,7
1500,0,0,1,7
625,673,30,1,7
5500,75,1,1,7
8000,8107,63,1,7
563,583,6,1,7
750,1330,34,1,7
5000,0,0,1,7
800,1186,21,1,7
3000,210,4,1,7
20,0,0,1,7
5000,1067,45,1,7
4200,11,2,1,7
10000,1315,23,1,7
100000,0,0,1,7
100000,0,0,1,7
40,10,1,1,7
8500,8500,58,1,7
800,157,5,1,7
372,376,9,1,7
3777,79,3,1,7
10000,10240,88,1,7
3500,725,16,1,7
1000,0,0,1,7
3500,605,9,1,7
2500,107,4,1,7
4200,691,14,1,7
4500,2255,33,1,7
1000,2,2,1,7
9500,12797,147,1,7
30000,0,0,1,7
25000,16805,38,1,7
7000,5,1,1,7
70000,567159,1963,1,7
3000,836,8,1,7
50,32,4,1,7
3900,22125,519,1,7
500,500,17,1,7
3200,3200,30,1,7
1300,0,0,1,7
2000,0,0,1,7
5500,1001,3,1,7
20000,4170,32,1,7
1995,12201,108,1,7
3000,3248,62,1,7
1000,5,1,1,7
10000,100,4,1,7
1520,255,5,1,7
3500,125,3,1,7
20000,20589,218,1,7
350,0,0,1,7
3000,1270,16,1,7
1500,120,4,1,7
35000,105,7,1,7
60000,165,5,1,7
55000,0,0,1,7
2100,2268,17,1,7
250,250,9,1,7
1000,365,5,1,7
5000,6297,58,1,7
1300,1768,30,1,7
30000,3585,27,1,7
3000,3810,45,1,7
30000,30170,285,1,7
40000,8752,112,1,7
3000,4401,44,1,7
900,970,33,1,7
2100,140,2,1,7
150,0,0,1,7
500,900,52,1,7
1700,1895,42,1,7
3350,496,11,1,7
4000,40,2,1,7
600,0,0,1,7
15000,3770,56,1,7
950,24,3,1,7
500,5,1,1,7
1000,0,0,1,7
1000,1000,5,1,7
13,51,2,1,7
3000,285,7,1,7
3500,20,1,1,7
10000,2090,36,1,7
50000,625,19,1,7
4000,25,1,1,7
1300,0,0,1,7
10000,10310,17,1,7
500,61,8,1,7
50000,1150,15,1,7
12000,3018,40,1,7
85000,60,1,1,7
500,614,8,1,7
799,843,16,1,7
2500,276,14,1,7
10000,10354,44,1,7
1200,347,10,1,7
1500,10,1,1,7
642,955,23,1,7
1000,254,15,1,7
40000,0,0,1,7
750,5,1,1,7
5000,2785,67,1,7
15000,1001,31,1,7
3000,3540,25,1,7
10000,812,9,1,7
1000,0,0,1,7
30000,0,0,1,7
2000,0,0,1,7
5000,65,1,1,7
250000,0,0,1,7
3000,0,0,1,7
5000,6686,209,1,7
3500,101,1,1,7
5000,610,8,1,7
200,0,0,1,7
1000,0,0,1,7
12000,0,0,1,7
7000,7093,98,1,7
900,1550,22,1,7
6500,735,13,1,7
5,26,6,1,7
5000,108,3,1,7
5000,289,12,1,7
15000,15749,109,1,7
15000,940,6,1,7
5000,1510,36,1,7
8000,8100,46,1,7
36000,25,1,1,7
600,100,1,1,7
3400,3985,70,1,7
7000,70,2,1,7
5000,0,0,1,7
700,160,3,1,7
3250,595,9,1,7
5000,5001,85,1,7
20000,25258,222,1,7
3000,3321,71,1,7
2700,26,2,1,7
250,310,11,1,7
1200,1326,31,1,7
2400,2890,29,1,7
4321,554,18,1,7
3000,190,7,1,7
10000,1819,22,1,7
5000000,46,4,1,7
2200,226,2,1,7
28000,33014,129,1,7
7400,7400,12,1,7
35000,226,4,1,7
2000,0,0,1,7
1000,0,0,1,7
3000,410,10,1,7
600,0,0,1,7
6000,6677,87,1,7
5500,125,2,1,7
5000,0,0,1,7
5000,15,1,1,7
1000,101,1,1,7
2500,242,8,1,7
3500,886,15,1,7
25000,107,7,1,7
7317,2353,46,1,7
500,263,5,1,7
500,538,20,1,7
777,828,18,1,7
1500,1895,36,1,7
450,451,24,1,7
900,910,10,1,7
5000,5065,34,1,7
10000,0,0,1,7
10,11,2,1,7
7000,25,1,1,7
4000,0,0,1,7
4000,4169,79,1,7
7000,116,7,1,7
8000,8838,48,1,7
300,316,13,1,7
1500,1585,20,1,7
25000,25313,197,1,7
1500,2601,39,1,7
950,577,11,1,7
25000,0,0,1,7
5000,2,2,1,7
75000,0,0,1,7
285,16,1,1,7
3500,6416,74,1,7
2000,38,2,1,7
1500,172,6,1,7
10000,10657,163,1,7
10000,135,3,1,7
4700,17,1,1,7
800,939,22,1,7
500,160,6,1,7
154,43,6,1,7
2000,2126,32,1,7
100,122,16,1,7
1000,501,18,1,7
5500,450,9,1,7
4000,4301,79,1,7
250,250,13,1,7
6250,0,0,1,7
300,166,8,1,7
5500,6116,20,1,7
6400,0,0,1,7
1000,70,3,1,7
2500,3502,62,1,7
3000,280,4,1,7
20000,0,0,1,7
5500,6834,126,1,7
3000,5977,44,1,7
300,160,6,1,7
3500,438,16,1,7
750,760,19,1,7
10000,25,1,1,7
2000,2516,37,1,7
1000,0,0,1,7
3500,0,0,1,7
30000,4200,51,1,7
2000,2086,52,1,7
1500,0,0,1,7
2222,170,3,1,7
15000,0,0,1,7
770,2945,34,1,7
351000,0,0,1,7
5500,8785,50,1,7
5000,0,0,1,7
5000,0,0,1,7
4500,4500,143,1,7
20000,35,2,1,7
1800,1911,32,1,7
225,225,7,1,7
250,35,2,1,7
1000,1062,52,1,7
300,0,0,1,7
100,505,57,1,7
22000,50,2,1,7
2000,340,8,1,7
1500,371,14,1,7
20000,3200,22,1,7
1000,565,23,1,7
1000,0,0,1,7
110,20,2,1,7
3000,288,8,1,7
12000,15000,146,1,7
1200,1320,27,1,7
2400,0,0,1,7
1000,720,7,1,7
3300,3932,58,1,7
