goal ,pledged ,backers ,currency ,main_category 
4000,4290,59,1,7
10000,10827,133,1,7
2500,2512,71,1,7
600,633,15,1,7
1000,1000,10,1,7
3000,1100,10,1,7
200,200,22,1,7
2000,100,1,1,7
774,1346,39,1,7
1000,1091,21,1,7
20000,0,0,1,7
2900,1257,5,1,7
500,525,3,1,7
5000,11486,190,1,7
795,0,0,1,7
1500,1655,23,1,7
2000,3266,124,1,7
100,346,12,1,7
10000,385,11,1,7
1700,2469,57,1,7
9500,10718,165,1,7
5000,0,0,1,7
2000,484,15,1,7
2000,0,0,1,7
1300,1555,29,1,7
5000,5106,38,1,7
11720,561,17,1,7
500,110,2,1,7
150,255,7,1,7
4000,0,0,1,7
2500,40,3,1,7
1500,170,8,1,7
1000,1301,28,1,7
14000,3954,81,1,7
350,385,16,1,7
10000,10571,79,1,7
3800,4090,55,1,7
500,1377,28,1,7
60000,104,4,1,7
15000,0,0,1,7
600,676,27,1,7
1500,1770,43,1,7
1000,0,0,1,7
100000,235,3,1,7
15000,320,5,1,7
18000,18690,87,1,7
450,0,0,1,7
3477,483,15,1,7
2000,0,0,1,7
8750,1189,18,1,7
15000,155,5,1,7
5000,150,5,1,7
4763,40,4,1,7
25000,1,1,1,7
6000,3345,30,1,7
1342,1588,69,1,7
2800,125,9,1,7
3000,3032,29,1,7
3000,145,6,1,7
2650,2651,22,1,7
1500,1655,23,1,7
11649,755,16,1,7
775,776,21,1,7
600,2392,50,1,7
34110,475,19,1,7
2600,591,7,1,7
1200,0,0,1,7
3000,3055,62,1,7
500,110,1,1,7
400,50,1,1,7
6000,8,3,1,7
2500,170,5,1,7
800,0,0,1,7
2754,3943,79,1,7
8000,0,0,1,7
3000,675,14,1,7
350,60,3,1,7
3500,4716,37,1,7
5430,6765,33,1,7
2000,2000,38,1,7
1000,1260,18,1,7
10000,25,1,1,7
2200,10,1,1,7
5000,50,2,1,7
10000,13175,98,1,7
3200,3210,37,1,7
2000,0,0,1,7
300,1006,29,1,7
400,850,19,1,7
6000,24855,376,1,7
5000,5220,58,1,7
2000,1060,22,1,7
1000,0,0,1,7
1200,200,5,1,7
3500,4258,57,1,7
5000,10,2,1,7
3500,75,4,1,7
1800,1800,18,1,7
30000,345,6,1,7
500,116,4,1,7
7500,982,13,1,7
11000,1,1,1,7
10000,1836,42,1,7
5000,80,2,1,7
22000,22096,88,1,7
3000,3235,27,1,7
1000,455,11,1,7
3000,100,4,1,7
1000,1588,16,1,7
12000,30,1,1,7
6000,0,0,1,7
9000,150,1,1,7
20000,205,1,1,7
1200,10,1,1,7
1000,0,0,1,7
1500,1737,35,1,7
4000,4470,92,1,7
8500,313,10,1,7
300,60,3,1,7
325,168,7,1,7
478000,65,4,1,7
1000,1123,34,1,7
12000,80,3,1,7
5000,0,0,1,7
7000,450,6,1,7
5300,100,1,1,7
3000,1022,13,1,7
3300,3335,40,1,7
300,0,0,1,7
595,1046,27,1,7
7500,50,1,1,7
50,303,25,1,7
250,345,3,1,7
500,10,2,1,7
40000,11,2,1,7
100000,1305,22,1,7
1000,1335,31,1,7
4000,4492,58,1,7
2750,111,6,1,7
2000,25,1,1,7
2000,3431,107,1,7
3000,3601,49,1,7
2000,0,0,1,7
3800,0,0,1,7
1000,100,2,1,7
2500,0,0,1,7
2500,50,2,1,7
7500,61,4,1,7
5000,1826,16,1,7
29500,30155,264,1,7
2500,85,2,1,7
2500,601,3,1,7
2000,2535,16,1,7
10000,6438,43,1,7
3000,6269,133,1,7
20000,1,1,1,7
5500,1066,45,1,7
4000,20,4,1,7
110,0,0,1,7
10000,0,0,1,7
500,180,11,1,7
30000,0,0,1,7
50,0,0,1,7
1000,0,0,1,7
5000,1081,23,1,7
500,0,0,1,7
10000,2200,20,1,7
500,620,15,1,7
50,97,49,1,7
315,353,19,1,7
1250,0,0,1,7
6500,15,3,1,7
650,15,1,1,7
1000,0,0,1,7
2500,5352,64,1,7
4500,4536,41,1,7
55000,10,1,1,7
5000,7214,135,1,7
13000,1,1,1,7
225,0,0,1,7
7500,12381,89,1,7
2500,3406,39,1,7
6500,6500,45,1,7
4200,6795,56,1,7
4500,5056,101,1,7
700,0,0,1,7
40000,0,0,1,7
8000,13,2,1,7
25000,10813,84,1,7
5000,793,27,1,7
100,2,1,1,7
20000,6820,37,1,7
8000,351,5,1,7
500,664,23,1,7
5000,570,9,1,7
10,19,6,1,7
300,524,23,1,7
80000,0,0,1,7
11000,13180,138,1,7
1500,0,0,1,7
1500,1540,31,1,7
1500,2323,68,1,7
3500,711,13,1,7
7000,7455,82,1,7
4280,5658,58,1,7
6000,8000,141,1,7
1200,1415,23,1,7
2500,2531,16,1,7
425,25,1,1,7
850,295,12,1,7
35000,9327,92,1,7
100,100,2,1,7
2000,2572,38,1,7
5000,5033,46,1,7
2000,0,0,1,7
1800,1970,46,1,7
1000,1000,20,1,7
12000,1,1,1,7
4500,7148,105,1,7
8500,8529,350,1,7
7000,140,6,1,7
500,501,12,1,7
30000,4476,80,1,7
3700,671,42,1,7
250,0,0,1,7
1650,2017,37,1,7
500,156,5,1,7
6000,6330,51,1,7
9800,902,12,1,7
9000,220,3,1,7
2000,2245,61,1,7
35000,0,0,1,7
25000,2429,23,1,7
2000,2213,67,1,7
50000,0,0,1,7
1500,1615,48,1,7
1000,1140,23,1,7
25000,7836,26,1,7
2500,616,17,1,7
2000,150,2,1,7
3000,971,11,1,7
35000,576,10,1,7
2000,525,3,1,7
2000,425,3,1,7
50,193,11,1,7
5500,0,0,1,7
1500,1,1,1,7
4500,315,8,1,7
10000,380,1,1,7
2500,5111,59,1,7
200,25,1,1,7
2000,2410,68,1,7
7000,1208,8,1,7
100000,0,0,1,7
6500,530,16,1,7
33000,40,1,1,7
300,300,10,1,7
2000,136,3,1,7
7500,9038,158,1,7
5000,5360,74,1,7
12000,14275,107,1,7
8000,5,1,1,7
10000,10095,124,1,7
150000,1,1,1,7
1000,10,1,1,7
6000,1,1,1,7
600,55,3,1,7
1500,210,3,1,7
10000,1180,13,1,7
2500,3462,66,1,7
12000,12903,109,1,7
800,840,34,1,7
3000,1055,14,1,7
859,70,3,1,7
200000,22703,51,1,7
2220,2316,56,1,7
700,2564,158,1,7
500,501,20,1,7
1100,0,0,1,7
2000,2116,45,1,7
6000,10282,135,1,7
25000,315,2,1,7
50000,1392,37,1,7
1000,0,0,1,7
100000000,115,2,1,7
5000,30,3,1,7
4500,1260,15,1,7
1,25,1,1,7
11000,960,6,1,7
450,955,16,1,7
2600,2610,43,1,7
2500,10,1,1,7
1000,1210,29,1,7
1000,284,17,1,7
7600,103,6,1,7
600,206,9,1,7
1600,1725,30,1,7
500,6,2,1,7
10000,23880,71,1,7
5500,0,0,1,7
4000,6696,103,1,7
5000,180,9,1,7
500,655,18,1,7
850,863,26,1,7
10,193,8,1,7
4000,412,12,1,7
11000,1325,16,1,7
2200,0,0,1,7
300,0,0,1,7
5000,17498,174,1,7
200,0,0,1,7
1300,557,17,1,7
500,511,16,1,7
10000,14574,317,1,7
160,428,11,1,7
4000,1,1,1,7
600,225,4,1,7
30000,790,16,1,7
500,1093,30,1,7
2500,2995,27,1,7
1000,5,1,1,7
6000,7200,102,1,7
900,2098,45,1,7
300,1,1,1,7
600,640,14,1,7
50,319,26,1,7
2500,0,0,1,7
90000,1556,29,1,7
15000,17670,244,1,7
6200,6534,58,1,7
7000,192,9,1,7
2400,261,6,1,7
15000,3934,90,1,7
1000,0,0,1,7
300,365,14,1,7
650,950,21,1,7
2500,3765,48,1,7
150,71,4,1,7
2500,3300,57,1,7
1200,1200,6,1,7
800,1075,7,1,7
2000,233,5,1,7
5500,218,9,1,7
1500,130,6,1,7
1200,0,0,1,7
2500,800,24,1,7
3500,60,3,1,7
1000,1520,31,1,7
10000,2392,31,1,7
500,1049,13,1,7
10000,10075,44,1,7
3600,4036,103,1,7
5500,0,0,1,7
50000,32549,281,1,7
13000,9398,83,1,7
1000,0,0,1,7
3000,1156,40,1,7
1000,1820,41,1,7
1100,1400,42,1,7
500,25,1,1,7
10000,61,3,1,7
606,721,20,1,7
3000,3680,65,1,7
2000,0,0,1,7
3000,3238,78,1,7
1500,2145,50,1,7
2000,0,0,1,7
400,1395,17,1,7
500,0,0,1,7
450,745,23,1,7
8000,831,15,1,7
600,0,0,1,7
1000,115,4,1,7
2200,3252,122,1,7
20000,52,3,1,7
3000,3000,31,1,7
1000,2602,60,1,7
2500,4127,96,1,7
3500,542,17,1,7
600,901,28,1,7
14000,16007,382,1,7
3000,3619,91,1,7
22000,562,5,1,7
2000,2025,23,1,7
5000,50,1,1,7
3000,3020,64,1,7
1600,2781,25,1,7
5000,5933,67,1,7
5000,5391,27,1,7
10000,45,3,1,7
750,1146,47,1,7
250,335,20,1,7
1000,125,3,1,7
300,0,0,1,7
50,170,8,1,7
6900,0,0,1,7
15000,15117,119,1,7
4500,1171,17,1,7
300,0,0,1,7
550000,0,0,1,7
2000,70,4,1,7
200,685,15,1,7
6000,6120,31,1,7
5000,86,5,1,7
500,700,14,1,7
1500,1707,13,1,7
2500,2700,49,1,7
2000,60,3,1,7
5000,5080,61,1,7
5000,5393,156,1,7
350,480,47,1,7
2500,0,0,1,7
4800,1025,9,1,7
2000,2340,27,1,7
2000,20006,393,1,7
23000,0,0,1,7
6500,4144,38,1,7
15000,15148,33,1,7
1100,0,0,1,7
1500,405,17,1,7
1100,11,2,1,7
10000,1282,21,1,7
200,216,10,1,7
500,0,0,1,7
1500,230,5,1,7
6715,58,4,1,7
3000,3811,39,1,7
30000,6,2,1,7
2500,13611,223,1,7
3000,3506,36,1,7
2000,25,1,1,7
3000,4171,72,1,7
75000,1581,10,1,7
500,52,3,1,7
6000,2,2,1,7
250,0,0,1,7
1500,1680,36,1,7
20000,2,2,1,7
2200,3802,48,1,7
4500,75,4,1,7
1650,1655,13,1,7
3000,25,1,1,7
4000,4035,42,1,7
2500,2655,49,1,7
1800,1817,32,1,7
3000,0,0,1,7
24000,9485,53,1,7
2621,392,6,1,7
2000,2045,34,1,7
10007,250,3,1,7
1200,1784,29,1,7
100,315,8,1,7
750,235,12,1,7
2500,2500,25,1,7
250,355,2,1,7
80000,2765,25,1,7
1000,1631,31,1,7
1500,1566,23,1,7
2500,85,2,1,7
1000,1240,30,1,7
5000,1,1,1,7
1200,1225,28,1,7
10000,2095,65,1,7
3000,645,12,1,7
300,388,16,1,7
11825,14055,35,1,7
5000,10,1,1,7
10000,10532,267,1,7
12000,50,2,1,7
450,154,11,1,7
5000,330,5,1,7
30000,35,2,1,7
1500,0,0,1,7
5000,0,0,1,7
25000,125,2,1,7
750,870,16,1,7
12000,0,0,1,7
5500,5991,85,1,7
2500,0,0,1,7
130000,580,4,1,7
300,7,3,1,7
6000,1737,24,1,7
10000,100,1,1,7
15000,1956,24,1,7
10000,1158,33,1,7
500,53,7,1,7
1025,684,9,1,7
7000,105,3,1,7
2100,2748,91,1,7
2000,2098,38,1,7
1500,56,3,1,7
2500,117,2,1,7
3000,3780,55,1,7
100,0,0,1,7
1500,198,11,1,7
5500,6130,53,1,7
2000,350,6,1,7
2000,0,0,1,7
2500,2855,34,1,7
55000,35,1,1,7
2500,0,0,1,7
3500,415,7,1,7
35000,25,1,1,7
600,1665,34,1,7
6000,13522,128,1,7
957000,40,2,1,7
3000,26,2,1,7
2000,2242,70,1,7
6000,925,13,1,7
800,1517,59,1,7
6000,155,3,1,7
1000,0,0,1,7
2000,2637,43,1,7
2500,3161,69,1,7
1000,0,0,1,7
500,0,0,1,7
2000,500,6,1,7
3000,3205,55,1,7
2000,0,0,1,7
3250,752,13,1,7
6500,6776,131,1,7
350,361,18,1,7
50000,12,1,1,7
800,45,1,1,7
1000,0,0,1,7
1800,1884,25,1,7
500,100,2,1,7
9000,500,1,1,7
5000,5056,16,1,7
15000,1441,14,1,7
12000,465,7,1,7
420,331,16,1,7
9000,750,6,1,7
60000,455,7,1,7
2000,3825,80,1,7
5000,1253,33,1,7
3000,3008,18,1,7
7800,1475,24,1,7
1375,5204,87,1,7
5000,0,0,1,7
2500,2,2,1,7
280,1114,60,1,7
1500,1565,35,1,7
5635,1701,46,1,7
5000,0,0,1,7
1000,15,1,1,7
5000,1,1,1,7
10000,284,4,1,7
5750,5790,98,1,7
1500,1944,40,1,7
15000,27,2,1,7
3125,530,10,1,7
45000,0,0,1,7
5000,887,14,1,7
385000,1396,11,1,7
45000,12336,48,1,7
1100,0,0,1,7
580,606,10,1,7
350,429,22,1,7
500,0,0,1,7
3250,3480,66,1,7
900,1160,24,1,7
1000,1211,24,1,7
6000,320,8,1,7
750,765,21,1,7
2500,0,0,1,7
2222,2292,64,1,7
1450,1476,17,1,7
2000,183,5,1,7
1000,170,5,1,7
1000,225,8,1,7
2000,0,0,1,7
9800,1262,29,1,7
10000,0,0,1,7
2500,220,7,1,7
1500,2484,32,1,7
75000,0,0,1,7
5000,5195,78,1,7
20800,6619,136,1,7
20000,1066,31,1,7
4000,4100,36,1,7
5000,1515,16,1,7
300,0,0,1,7
15000,16722,171,1,7
6700,5,1,1,7
1500,25,1,1,7
3500,125,2,1,7
2500,100,1,1,7
500,510,12,1,7
2500,3322,69,1,7
2500,0,0,1,7
1900,612,16,1,7
1000,2,2,1,7
370,371,11,1,7
2000,556,9,1,7
6200,6206,53,1,7
6000,0,0,1,7
42042,1,1,1,7
995,0,0,1,7
5000,0,0,1,7
700,225,6,1,7
200,505,19,1,7
2000,147,5,1,7
8000,8025,32,1,7
850,851,26,1,7
3245,0,0,1,7
28000,25,2,1,7
50000,18382,75,1,7
50,31,6,1,7
3000,3465,124,1,7
20000,100,1,1,7
1350,1370,39,1,7
5000,5010,31,1,7
1740,155,7,1,7
1250,1187,15,1,7
2000,407,1,1,7
20000,160,1,1,7
100,193,9,1,7
1500,1500,23,1,7
1000,62,4,1,7
50,0,0,1,7
500,112,3,1,7
800,800,21,1,7
15000,0,0,1,7
1500,136,4,1,7
250,126,5,1,7
15000,0,0,1,7
1200,95,4,1,7
460,25,1,1,7
650,0,0,1,7
5000,0,0,1,7
800,285,6,1,7
250,110,5,1,7
18000,18748,332,1,7
3000,3016,87,1,7
5000,10224,40,1,7
25000,7,3,1,7
3500,4605,59,1,7
2500,435,9,1,7
6259,250,3,1,7
3000,3320,53,1,7
44000,1299,40,1,7
1000,1,1,1,7
20000,159,3,1,7
15000,5,1,1,7
1500,50,1,1,7
300,461,13,1,7
900,0,0,1,7
1000,0,0,1,7
20000,125,5,1,7
100,162,17,1,7
38000,1767,10,1,7
1800,5,1,1,7
900,10,1,1,7
5000,0,0,1,7
800,1127,22,1,7
550,586,12,1,7
7500,3346,82,1,7
200,325,12,1,7
33000,3525,33,1,7
5000,150,3,1,7
2500,2953,47,1,7
3000,5,1,1,7
2222,635,4,1,7
25000,670,7,1,7
2750,3112,80,1,7
12100,12476,218,1,7
80000,35,3,1,7
600,3,3,1,7
1000,179,5,1,7
45000,0,0,1,7
7000,673,12,1,7
4000,54,1,1,7
7000,0,0,1,7
800,831,10,1,7
3000,235,5,1,7
800,50,3,1,7
2000,3616,26,1,7
2300,0,0,1,7
4000,0,0,1,7
5000,6100,36,1,7
1000,4212,43,1,7
12000,1066,16,1,7
10000,10057,37,1,7
1700,150,3,1,7
2000,2760,47,1,7
10000,10760,94,1,7
800,800,17,1,7
150000,0,0,1,7
5000,1093,25,1,7
2000,2500,49,1,7
15000,1027,13,1,7
2500,310,7,1,7
300,305,10,1,7
7500,1000,26,1,7
1000,120,6,1,7
1500,2236,66,1,7
5000,150,3,1,7
300,1,1,1,7
1500,0,0,1,7
148000,31,2,1,7
50000,0,0,1,7
1300,50,1,1,7
1500,1530,24,1,7
600,637,19,1,7
3000,3218,42,1,7
3300,40,1,1,7
1,144,5,1,7
2500,3232,26,1,7
2500,0,0,1,7
1400,100,1,1,7
10000,11501,137,1,7
7500,240,6,1,7
3500,0,0,1,7
2000,2056,25,1,7
30000,360,3,1,7
6500,6511,25,1,7
375,1,1,1,7
17500,2280,14,1,7
100,120,2,1,7
1800,0,0,1,7
325,365,10,1,7
1200,1209,34,1,7
3000,0,0,1,7
9800,10679,206,1,7
55,1176,5,1,7
1000,1001,13,1,7
5000,210,6,1,7
5560,5705,34,1,7
3850,1627,16,1,7
250000,6,2,1,7
7000,7061,68,1,7
1200,1823,40,1,7
12000,0,0,1,7
1000,1201,21,1,7
250000,10,1,1,7
1000,1000,11,1,7
1000000,0,0,1,7
10000,0,0,1,7
1000,80,3,1,7
7500,573,20,1,7
700,269,6,1,7
1500,1,1,1,7
6500,6770,108,1,7
2200,2201,64,1,7
2000,200,1,1,7
10000,1860,47,1,7
5400,5675,57,1,7
1449,200,3,1,7
6000,0,0,1,7
1500,1545,13,1,7
260,625,26,1,7
1000,1730,23,1,7
5000,171,7,1,7
500,213,8,1,7
2000,0,0,1,7
1250,1785,37,1,7
500,641,16,1,7
30000,426,9,1,7
3750,150,5,1,7
1000,20,1,1,7
1500,0,0,1,7
9000,51,2,1,7
4000,4000,52,1,7
1500,1525,23,1,7
5000,15,1,1,7
8000,0,0,1,7
2000,175,8,1,7
7250,1355,12,1,7
8000,0,0,1,7
10000,0,0,1,7
1500,1914,95,1,7
1000,4840,67,1,7
3000,0,0,1,7
35000,35301,179,1,7
65000,250,1,1,7
125000,0,0,1,7
1000,22,2,1,7
1100,1160,36,1,7
4000,720,10,1,7
3600,4075,54,1,7
27000,225,3,1,7
5000,306,9,1,7
37000,905,35,1,7
750,855,32,1,7
1500,0,0,1,7
7500,0,0,1,7
10000,10014,66,1,7
200,432,13,1,7
20000,24510,341,1,7
50000,11941,134,1,7
100,1,1,1,7
500,1034,9,1,7
15000,1,1,1,7
10,0,0,1,7
600,3801,92,1,7
3000,645,7,1,7
3000,3186,42,1,7
10000,1306,9,1,7
50000,102,2,1,7
3600,685,10,1,7
456,300,10,1,7
1000,25,2,1,7
4000,50,2,1,7
10000,1710,11,1,7
3456,120,1,1,7
25000,803,15,1,7
20000,0,0,1,7
5000,5443,125,1,7
15000,3387,36,1,7
15000,3,1,1,7
9200,0,0,1,7
10000,10301,42,1,7
4500,4826,55,1,7
600,816,44,1,7
7500,28861,803,1,7
500,35,2,1,7
500,505,5,1,7
1500,1500,34,1,7
700,936,32,1,7
1000,100,1,1,7
800,808,16,1,7
15000,23454,99,1,7
50000,25,1,1,7
4000,4000,14,1,7
3000,3000,31,1,7
2300,50,1,1,7
2500,2585,37,1,7
12000,12204,44,1,7
1000,0,0,1,7
1200,1675,31,1,7
3500,26,2,1,7
25000,5291,50,1,7
4000,363,10,1,7
5000,20,1,1,7
2500,165,7,1,7
3000,0,0,1,7
3000,0,0,1,7
8254,8454,46,1,7
990,150,5,1,7
2250,317,17,1,7
750,75,3,1,7
15000,17121,163,1,7
1000,160,5,1,7
950,0,0,1,7
85000,11036,86,1,7
28000,0,0,1,7
10000,10456,190,1,7
10000,106,3,1,7
5000,45,3,1,7
1250,435,17,1,7
2750,2785,36,1,7
3000,50,1,1,7
5000,6099,66,1,7
1100,1267,34,1,7
1500,1500,8,1,7
100,0,0,1,7
1964,2335,29,1,7
18000,18426,71,1,7
3500,20,2,1,7
2000,50,1,1,7
1000,641,23,1,7
800,800,26,1,7
3000,0,0,1,7
2500,2575,12,1,7
800,0,0,1,7
35000,110,3,1,7
9000,1784,29,1,7
200,220,8,1,7
6000,7212,87,1,7
3000,3535,76,1,7
4600,637,18,1,7
1000,1268,37,1,7
3000,75,2,1,7
3500,3551,56,1,7
150,0,0,1,7
2000,930,17,1,7
300,1071,30,1,7
1600,0,0,1,7
10000,1326,5,1,7
3900,130,5,1,7
10000,10098,61,1,7
5000,138,3,1,7
500,812,28,1,7
1000,1351,10,1,7
5000,11,1,1,7
2000,2070,40,1,7
1200,160,4,1,7
5000,25,1,1,7
2000,0,0,1,7
1000,10,1,1,7
2300,150,3,1,7
2200,1165,25,1,7
1000,350,4,1,7
134,134,10,1,7
2000,2095,13,1,7
875,5,1,1,7
9374,6030,63,1,7
3600,3967,49,1,7
2500,2620,43,1,7
1010,1027,6,1,7
4774,1914,4,1,7
1085,425,14,1,7
15000,0,0,1,7
3000,995,23,1,7
6000,1695,32,1,7
12000,4867,60,1,7
5000,0,0,1,7
3900,4117,47,1,7
4500,1260,5,1,7
450,839,41,1,7
250000,27,3,1,7
500,10,1,1,7
2700,329,7,1,7
4000,405,7,1,7
750,1377,38,1,7
10000,60,2,1,7
50000,120,2,1,7
4000,4379,84,1,7
7000,0,0,1,7
70000,0,0,1,7
600,0,0,1,7
350,0,0,1,7
20000,30786,384,1,7
2500,2617,39,1,7
20000,22822,149,1,7
8000,8007,38,1,7
500,1301,13,1,7
850,1,1,1,7
250,15,1,1,7
1000,0,0,1,7
2000,720,26,1,7
7000,7000,73,1,7
3000,3392,42,1,7
4000,25,1,1,7
2000,3013,110,1,7
5000,150,2,1,7
1500,1634,62,1,7
4000,4201,75,1,7
1000,317,7,1,7
900,95,5,1,7
15000,0,0,1,7
10000,0,0,1,7
50000,100,4,1,7
5000,5884,76,1,7
500,20,2,1,7
200,38,7,1,7
2000,2800,13,1,7
550,0,0,1,7
800,1120,32,1,7
3700,25,1,1,7
50000,11,2,1,7
5000,0,0,1,7
2400,610,16,1,7
70000,1,1,1,7
5580,5695,75,1,7
190000,101,2,1,7
1000,80,1,1,7
5000,6010,55,1,7
5000,2255,26,1,7
8800,1011,16,1,7
5000,690,13,1,7
5000,301,6,1,7
500,0,0,1,7
500,50,2,1,7
85000,0,0,1,7
18000,31,2,1,7
7000,2071,23,1,7
3000,15,3,1,7
7700,2506,69,1,7
2000,2043,23,1,7
10000,3151,49,1,7
2000,540,9,1,7
4000,4380,98,1,7
1500,1655,29,1,7
300,0,0,1,7
4000,4424,36,1,7
600,606,12,1,7
300,433,27,1,7
200,0,0,1,7
2200,20,1,1,7
9000,9732,155,1,7
1629,0,0,1,7
2200,2555,56,1,7
3000,3355,24,1,7
450,515,16,1,7
500,595,33,1,7
500,500,14,1,7
2500,16,2,1,7
6800,51,2,1,7
22200,1673,21,1,7
1200,2218,27,1,7
7000,7526,158,1,7
2500,2565,13,1,7
20000,25415,236,1,7
8000,625,4,1,7
4230,0,0,1,7
16000,17125,80,1,7
2000,462,16,1,7
10000,0,0,1,7
4000,5433,42,1,7
22000,23217,622,1,7
4400,4550,17,1,7
300,265,11,1,7
250,141,10,1,7
10000,150,2,1,7
9000,251,7,1,7
150,17,3,1,7
10000,633,13,1,7
3500,3565,16,1,7
2500,287,11,1,7
2500,1,1,1,7
5000,100,3,1,7
7500,2125,19,1,7
5000,1616,22,1,7
3100,1626,31,1,7
450,678,22,1,7
1500,1543,13,1,7
15000,15527,147,1,7
6500,1445,15,1,7
4000,161,5,1,7
1500,0,0,1,7
50,55,2,1,7
3000,20,1,1,7
550,125,5,1,7
3600,25,1,1,7
2000,2110,10,1,7
20000,2155,31,1,7
30000,515,8,1,7
4000,640,14,1,7
1000,1085,19,1,7
66000,2222,26,1,7
750,235,6,1,7
1000,1720,49,1,7
500,529,6,1,7
10,2,2,1,7
250,1,1,1,7
2000,0,0,1,7
5000,66,6,1,7
5000,25,1,1,7
1250,1611,36,1,7
5500,5606,88,1,7
11111,500,6,1,7
2000,2656,50,1,7
5000,325,7,1,7
700,1920,63,1,7
50000,185,3,1,7
2900,3040,62,1,7
10000,0,0,1,7
10000,10739,93,1,7
3600,3900,46,1,7
2000,2000,30,1,7
400,400,15,1,7
25000,8721,131,1,7
2000,2830,37,1,7
1600,265,6,1,7
250,0,0,1,7
250,257,9,1,7
200,0,0,1,7
250,5,1,1,7
5000,120,4,1,7
1000,0,0,1,7
20000,1,1,1,7
8000,302,9,1,7
30000,190,3,1,7
45000,13808,53,1,7
6500,360,4,1,7
500,0,0,1,7
5000,23,5,1,7
10000,0,0,1,7
1000,110,2,1,7
3000,140,2,1,7
400,485,18,1,7
200,5,1,1,7
620,640,14,1,7
26000,3269,89,1,7
2500,851,29,1,7
15000,15299,119,1,7
3000,838,57,1,7
5000,5250,31,1,7
10000,10481,167,1,7
10000,655,4,1,7
2000,1100,5,1,7
300,0,0,1,7
5000,0,0,1,7
3000,5,1,1,7
2500,455,4,1,7
12000,2901,18,1,7
17500,1,1,1,7
2500,30,1,1,7
8000,0,0,1,7
1000,130,3,1,7
108730,243,4,1,7
30000,400,4,1,7
700,1294,33,1,7
8000,8120,30,1,7
5000,1330,24,1,7
7500,7955,83,1,7
57969,85707,62,1,7
7500,4010,40,1,7
2500,5003,149,1,7
1000,1075,17,1,7
2500,2500,36,1,7
3025,0,0,1,7
2000,2856,17,1,7
3000,0,0,1,7
15000,86,5,1,7
12000,120,3,1,7
1000,1020,12,1,7
50000,0,0,1,7
2500,7995,121,1,7
25000,57,1,1,7
5000,80,4,1,7
1900,400,8,1,7
2500,110,3,1,7
7500,10973,99,1,7
7500,831,11,1,7
1000,1351,100,1,7
5000,1,1,1,7
5000,0,0,1,7
8000,0,0,1,7
20000,660,16,1,7
350,706,13,1,7
700,345,8,1,7
7500,1535,28,1,7
4000,1187,21,1,7
3600,1691,16,1,7
7500,2240,29,1,7
4500,4865,40,1,7
1700,1845,33,1,7
9800,14343,119,1,7
1500,1600,33,1,7
2500,282,8,1,7
27000,30810,140,1,7
8750,9067,88,1,7
3000,3000,37,1,7
2000,3010,41,1,7
5000,1502,27,1,7
3900,1229,14,1,7
6000,407,14,1,7
7500,1170,6,1,7
2000,2,1,1,7
105,0,0,1,7
100,0,0,1,7
2000,65,4,1,7
1111,1297,32,1,7
10000,10,1,1,7
2500,841,21,1,7
1200,1325,13,1,7
800,0,0,1,7
5000,471,12,1,7
1000,1995,33,1,7
200,0,0,1,7
27000,35541,130,1,7
100000,3,1,1,7
400,475,25,1,7
1000,1125,15,1,7
1000,3078,78,1,7
2125,255,7,1,7
5200,5566,91,1,7
2500,210,3,1,7
2000,0,0,1,7
15000,1553,36,1,7
5000,5836,65,1,7
3000,525,2,1,7
6000,6,2,1,7
750,26,3,1,7
15000,22,3,1,7
2000,2340,33,1,7
8500,9460,115,1,7
1000,1039,9,1,7
45000,0,0,1,7
500,0,0,1,7
1000,1,1,1,7
1000,91,7,1,7
5000,1,1,1,7
2500,1,1,1,7
9400,352,9,1,7
500,615,28,1,7
1500,470,15,1,7
12500,12863,63,1,7
2500,2590,22,1,7
5000,60,5,1,7
5000,1240,31,1,7
2500,2705,54,1,7
500,348,12,1,7
3000,75,2,1,7
30000,1,1,1,7
500,21,1,1,7
15000,1016,13,1,7
500,1061,40,1,7
2500,2560,15,1,7
5000,1816,36,1,7
437,475,61,1,7
3000,55,2,1,7
38000,0,0,1,7
2500,663,11,1,7
6500,30,2,1,7
150,365,23,1,7
300,0,0,1,7
2500,2566,25,1,7
600,10,1,1,7
350,10,1,1,7
10000,132,4,1,7
10000,0,0,1,7
7000,0,0,1,7
1425,238,4,1,7
5000,0,0,1,7
400,36,4,1,7
1000,1017,44,1,7
7500,2,2,1,7
20000,0,0,1,7
5000,0,0,1,7
5000,700,5,1,7
60000,20,1,1,7
8000,8660,125,1,7
3800,3927,58,1,7
750,0,0,1,7
4200,370,8,1,7
500,296,10,1,7
10000,10104,82,1,7
6000,7790,103,1,7
468,0,0,1,7
8500,215,6,1,7
10000,221,8,1,7
2000,2007,34,1,7
1000,50,1,1,7
10000,10500,111,1,7
1950,2379,45,1,7
3000,0,0,1,7
2000,2360,74,1,7
2000,191,12,1,7
3000,4295,51,1,7
4000,115,3,1,7
3500,62,4,1,7
20000,23664,207,1,7
6000,806,8,1,7
50000,15,2,1,7
3000,0,0,1,7
9500,122,4,1,7
3000,12,3,1,7
6000,895,30,1,7
12000,135,5,1,7
500,0,0,1,7
6500,8045,88,1,7
8450,8650,130,1,7
6000,250,1,1,7
3000,1,1,1,7
